Actual,Predicted_RF,Predicted_LR
160000.0,156584.9628730236,140870.91009582632
74963.0,48885.462012546704,42750.85836655813
92141.0,89510.38904467755,64560.393477494945
55687.0,69984.59180241449,63563.399283368606
240000.0,152221.13436855123,139304.09277434502
190000.0,135193.16641150333,134603.64080990103
4221.0,24180.838231421953,36483.589080632846
88478.0,95858.22791238494,111988.71347459026
12117.0,10969.510396796713,17699.96558131966
60863.0,59089.15868620269,59604.71716954508
1441.0,24180.838231421953,36483.589080632846
88934.0,61224.4136606789,53781.85564827407
155000.0,150617.9031148532,189442.24706174736
38552.0,44073.31471517669,55626.56366851309
64254.0,32929.919216692935,55729.31267596199
142000.0,157519.54229840683,142437.72741730764
133640.0,95740.62404983975,93800.46403644701
132000.0,151193.45432286954,149459.1232774873
36682.0,43437.084128088194,61439.54030204863
104092.0,120140.59307365953,99390.89887139302
28379.0,29992.76872645959,38050.40640211416
16063.0,28936.962623596828,41247.317076423475
135361.0,100521.34,100874.79894326268
4761.0,39388.3431741526,32537.26369044323
66342.0,52793.32314849941,54405.36297435265
130000.0,125300.79948481824,133036.82348841973
64254.0,79349.37553205695,81674.35659823677
31294.0,33006.695312747834,44380.95171938612
70634.0,90451.7117016884,89989.99494250507
138000.0,157519.54229840683,142437.72741730764
49261.0,61689.48663137303,71178.16249916109
31680.0,43444.53501482987,43873.26792338518
26374.0,32680.18052103723,34472.363994497246
178000.0,165539.78084880204,145634.63809161697
220000.0,142559.15379077767,136924.58470563672
137000.0,148707.34714468272,140058.21934859938
78833.0,66754.8575707899,72107.64976867106
160000.0,160749.55312828725,148402.18233061593
45931.0,99625.10253365625,76323.17994624982
120000.0,135193.16641150333,134603.64080990103
20288.0,42729.17212207173,30526.038604307636
102806.0,86428.18426190477,94358.19677672442
30292.0,28286.419315302788,31864.597505998223
53545.0,58335.5398721776,60429.764640405956
145000.0,168408.042326793,162806.35259656486
90686.0,60558.64003338536,48573.719887829146
33000.0,55103.31076420746,54071.06666598773
81552.0,88494.12080574002,80005.01240742435
81787.0,93593.62226851702,91556.8122639864
223.0,47406.512556653426,35670.89833340588
148792.0,126447.26783333333,131384.3983137508
126749.0,107951.81070307296,119725.82652047387
96381.0,84136.99518167945,91590.65253772544
104092.0,142247.73262087913,108855.07883162762
4.0,23090.588216480497,27836.811725999265
12117.0,30935.139626921533,25534.052188726266
85672.0,70481.83951791264,79746.96450878256
21418.0,52219.158059473215,69591.93400564027
77000.0,88615.13809775616,127552.9628632351
41765.0,36141.92976141684,39617.22372359549
55000.0,121402.04457186902,131470.0061669384
44849.0,46724.41438160919,68025.11668415894
20288.0,43474.234536116666,43936.543954731846
168000.0,163814.6617082997,144004.54473878897
74351.0,100849.28349206349,135490.9732968101
180000.0,160749.55312828725,148402.18233061593
71206.0,37611.886180813766,48841.72569885137
51786.0,58549.20421729499,44141.273734407405
40575.0,17769.72429931973,40802.9093117692
185000.0,118195.00183333334,96362.68915329411
210000.0,173138.5181409651,148704.99670323293
77212.0,73503.24910582846,76973.90463379282
45556.0,61055.49712018841,118906.18550860151
180000.0,144764.18774521668,136170.45813138236
43621.0,35286.50283981721,28667.68683168891
57828.0,73613.11422783078,70643.35931652086
88527.0,74048.81020791447,60338.33595191302
82459.0,58245.27759662191,70953.57015322194
39414.0,59052.21621978251,55348.67296975538
30000.0,39388.3431741526,32537.26369044323
35340.0,62148.4507433549,47715.21316460678
195000.0,174595.59426955084,161302.8113064302
170000.0,181483.82056277056,157803.08625950385
303.0,11889.009052062069,25597.328220072937
80184.0,70276.10214357864,101634.55064385362
110000.0,168408.042326793,162806.35259656486
37127.0,30067.346724927844,22871.290166257437
53545.0,54310.313871628365,72788.84467994959
49655.0,45312.30528315645,77982.5553855641
53559.0,32680.18052103723,34472.363994497246
101735.0,123847.0313333333,90043.24638828363
26772.0,52830.33355352979,46902.52241737981
106000.0,53381.908698700405,38804.53297636852
140000.0,152277.0917682217,137737.2754528637
105041.0,46751.9678918278,63869.54293458725
49578.0,74050.20168570317,74625.72989679889
37481.0,37062.815759906756,57870.24366774908
43067.0,60589.62524657559,65102.06394770365
4455.0,3766.7298253968247,9524.060847179906
130000.0,91942.44574754167,84785.4421120844
98536.0,39693.171900014204,56039.52351266307
23560.0,42541.10875105787,52583.10843547397
120000.0,207683.79285578232,159369.9035809852
44611.0,55039.7654959017,78209.58294490886
6512.0,19973.471720687652,34916.77175915152
100000.0,61224.4136606789,53781.85564827407
5987.0,16938.773501105123,33349.9544376702
66931.0,72790.45111857583,59261.581806174654
54616.0,54189.99683878993,57193.38098999441
63310.0,64523.91657167124,73189.54530328717
48927.0,52793.32314849941,54405.36297435265
107090.0,73519.60466813555,78540.72195527413
2570.0,27684.607517026096,38897.091094201496
71583.0,70952.30857471279,49018.12765248342
40966.0,44224.99568518032,71652.01006829215
75918.0,55819.64483224191,59169.09097014328
72701.0,56377.368494858,31801.32147465155
250000.0,158573.01367006556,154972.26598915824
170000.0,125300.79948481824,133036.82348841973
44781.0,55189.685565696534,52838.545652871326
100000.0,136194.18166666667,147562.447903174
180000.0,140684.153368896,146325.48863452463
124138.0,98138.84396987922,106905.39980162191
67466.0,61025.084959521984,72273.45266934884
23560.0,73564.48152290916,56303.42634626776
180000.0,171500.85114325074,173774.07384693413
105000.0,121402.04457186902,131470.0061669384
113000.0,151193.45432286954,149459.1232774873
223449.0,98138.84396987922,106905.39980162191
97500.0,20421.24247936786,15791.330133105192
145193.0,129365.32316017317,166694.11381378188
154000.0,152221.13436855123,139304.09277434502
30188.0,78484.20910714289,46194.21181912086
56222.0,10605.996019805114,16916.556920578994
89500.0,144764.18774521668,136170.45813138236
109071.0,97783.33044394496,102074.31510920833
64254.0,86063.77946139972,78850.93279197521
66414.0,96916.13730200384,92804.04390829001
150000.0,144764.18774521668,136170.45813138236
68109.0,91758.81864414258,77664.7551767005
32127.0,45722.58636814469,45947.769040867446
41765.0,90973.4870851689,74531.12053373785
186207.0,96235.61618099094,113172.6690875472
85672.0,100521.34,100874.79894326268
34628.0,19973.471720687652,34916.77175915152
200000.0,157519.54229840683,142437.72741730764
259272.0,123488.9754940461,125956.86345526746
63000.0,156584.9628730236,140870.91009582632
200000.0,102825.67462580433,129903.18884545707
3773.0,59630.61696317574,33659.67324727028
78913.0,104561.49733333332,113359.8908616821
111724.0,103969.27677056273,116306.30373050984
80690.0,103140.7270684871,130407.65962384176
34269.0,47961.9303256551,50862.83567272245
85935.0,127576.62510034404,117742.48832402156
87257.0,100133.71449946321,89539.77653735776
145429.0,74050.20168570317,74625.72989679889
128507.0,75281.47912990056,66174.8961621001
112257.0,100104.77814285712,105644.15206538989
74483.0,116768.06035440523,114739.48640902853
36694.0,72419.75889143211,62511.97397248802
110000.0,163814.6617082997,144004.54473878897
85672.0,109875.83612373738,73479.69522285728
46273.0,155572.5846666667,136544.29618179743
149925.0,114953.0025,94887.17611546967
28138.0,33701.93689454328,30970.446368961908
39623.0,41159.536754630615,54149.92575695529
160000.0,157519.54229840683,142437.72741730764
53545.0,61471.567750463124,67509.7246735582
200000.0,135193.16641150333,134603.64080990103
29573.0,81008.38713796,61905.15327339434
191701.0,141974.5029920635,134977.4788603161
24345.0,20186.079314084513,31338.729351534603
44992.0,24180.838231421953,36483.589080632846
4847.0,15273.773124919226,19266.782902800987
101735.0,85105.22341910869,74439.69184524492
31504.0,30935.139626921533,25534.052188726266
200000.0,152277.0917682217,137737.2754528637
112817.0,64684.93372969153,56852.21425989004
185000.0,121402.04457186902,131470.0061669384
47852.0,60772.04292857141,93304.77573436746
58345.0,110924.5889002981,85724.08387513776
60000.0,39388.3431741526,32537.26369044323
250000.0,152221.13436855123,139304.09277434502
16804.0,36141.92976141684,39617.22372359549
105000.0,134011.2517890158,137800.55148421036
62489.0,62364.1832942444,45884.493009520775
29571.0,24772.90874314575,45349.11325539409
16578.0,45092.6250622294,34104.08101192455
28347.0,16938.773501105123,33349.9544376702
52883.0,74920.67882011655,84839.32457291379
80000.0,82782.91819824459,74087.20479618458
45665.0,61314.38740353663,57538.99761731529
137398.0,43422.45710168566,41184.0410450768
90775.0,29992.76872645959,38050.40640211416
132000.0,150647.66363159212,132224.13274119276
107090.0,66420.18077055698,72210.17663800217
90584.0,106753.12638203466,93373.65529374537
45437.0,111479.66365639918,128780.32148364605
198.0,152221.13436855123,139304.09277434502
85672.0,90472.06560457259,78477.44592392746
180000.0,165937.08750136502,181608.16045434074
220000.0,158573.01367006556,154972.26598915824
71750.0,73519.60466813555,78540.72195527413
83849.0,66477.18557142858,96772.70668569501
91294.0,32967.023544282114,37669.27466880656
74963.0,76449.65297278263,76910.62860244614
22747.0,116485.38319841267,57883.65182724467
200000.0,168408.042326793,162806.35259656486
80317.0,64939.726365467526,60049.124934199346
74351.0,93593.62226851702,91556.8122639864
180000.0,121402.04457186902,131470.0061669384
59970.0,60697.88382505243,64910.8932132358
75211.0,53795.620773679955,44317.67568803946
38000.0,33701.93689454328,30970.446368961908
72821.0,75614.14873914974,80329.55040825056
130000.0,152221.13436855123,139304.09277434502
32127.0,24180.838231421953,36483.589080632846
54277.0,90451.7117016884,89989.99494250507
67655.0,100409.98652321254,88103.59194384604
46662.0,57745.28874553225,42369.726633250524
135000.0,52273.38235260586,47451.3103310021
2195.0,53156.52840274515,60210.44124879183
85504.0,111012.69676930492,104091.35083583697
6217.0,100145.89445238093,88251.83672086315
40575.0,54370.5391569264,48636.99591917582
74963.0,73503.24910582846,76973.90463379282
20599.0,30935.139626921533,25534.052188726266
106019.0,103960.65332079573,87941.62588416206
11978.0,32714.608565594546,38707.907673053116
200000.0,161590.9300542253,158105.90063212087
150000.0,172667.00282596546,167570.08059235546
51403.0,68518.04712077389,65130.21660484992
267724.0,98042.73862497183,91766.1110700324
8000.0,24180.838231421953,36483.589080632846
42836.0,54189.99683878993,57193.38098999441
44978.0,39388.3431741526,32537.26369044323
180000.0,148805.55034627687,160426.84452785656
74351.0,61699.953643289,91620.08829533307
17244.0,42120.547694444445,70572.43841991434
71750.0,61025.084959521984,72273.45266934884
64254.0,61489.63338142411,68251.28165028719
44978.0,89513.42732836606,69611.34517767976
26374.0,67914.73816408592,36793.30789023292
59289.0,53795.620773679955,44317.67568803946
64254.0,50855.776512104916,64661.377193437336
1960.0,19973.471720687652,34916.77175915152
7228.0,12659.051634614832,32566.54577692954
50169.0,56522.02982273935,45984.58574190376
42836.0,33701.93689454328,30970.446368961908
96381.0,89760.80558225107,75046.51254433859
250000.0,140684.153368896,146325.48863452463
13922.0,39388.3431741526,32537.26369044323
18346.0,43422.45710168566,41184.0410450768
50678.0,84158.39333333333,72904.3564595115
109297.0,115099.81720244052,113492.25476472492
175000.0,152277.0917682217,137737.2754528637
80000.0,174306.9541847042,194142.69902619132
71779.0,66663.2892112664,69802.51591214762
62656.0,44955.01582166037,56035.45632718064
53545.0,94564.98283548394,47006.68969245636
42836.0,42209.83885395486,31234.34920256659
80317.0,101536.69463529524,86311.53253133407
85672.0,74919.53052464365,66697.03392633125
70926.0,62831.988043981844,41938.167619331165
264416.0,142313.85802493407,102137.591140555
101800.0,99973.01015432643,87160.26846864946
62112.0,93976.39310966813,51707.14165690033
62575.0,43437.084128088194,61439.54030204863
55285.0,52740.091161808625,47325.40294120039
200000.0,146283.58888608034,135357.7673841554
40480.0,90656.02859652441,71912.87790137596
160634.0,96565.68196218582,98909.34713453133
196857.0,135757.38909523806,125639.85096277483
47793.0,52948.89653979866,74002.23605051414
48468.0,36318.952330679036,38131.86679192351
74483.0,95115.62621761803,86600.05065371138
53545.0,102138.61414357868,116659.7296814266
8289.0,19973.471720687652,34916.77175915152
225000.0,144011.64349842095,165127.29649230055
165000.0,152221.13436855123,139304.09277434502
207000.0,173138.5181409651,148704.99670323293
96381.0,94758.93941666669,70333.02234731578
71779.0,73653.42266899621,54825.19324024209
8000.0,53795.620773679955,44317.67568803946
44611.0,71262.29705124696,85289.54297806112
96381.0,98042.73862497183,91766.1110700324
86897.0,113918.13384577265,94370.86122977133
60000.0,127625.34926076287,134666.9168412477
141735.0,71191.74359247094,56915.4902912367
13364.0,138899.2451127483,107147.69335552455
12851.0,24180.838231421953,36483.589080632846
160000.0,166681.10847176024,145571.3620602703
38552.0,42541.10875105787,52583.10843547397
62400.0,98278.79927002208,128336.37152397574
60348.0,60422.219380857525,73737.74312149905
29081.0,20079.886495034585,22400.417545763623
130000.0,121402.04457186902,131470.0061669384
21302.0,61617.69268839606,51707.354530791796
120000.0,161590.9300542253,158105.90063212087
140000.0,155375.07575884604,159672.7179536022
74963.0,41499.64850697913,43845.026797183484
96381.0,65029.101528860054,66531.00888753567
12000.0,52273.38235260586,47451.3103310021
240000.0,153988.48026420243,157293.20988489393
74963.0,62865.261137973124,65725.12850070478
45494.0,53028.66249300008,51616.382541319384
180000.0,160539.90833536882,147138.17938175163
84414.0,97654.96573326911,97504.49587273397
135000.0,102825.67462580433,129903.18884545707
75521.0,51128.27905103228,53605.45369464201
52138.0,80262.25905321211,81899.59868926741
80317.0,96412.94787941228,94724.2871806881
74963.0,73613.11422783078,70643.35931652086
180000.0,180237.08269508276,189505.523093094
36488.0,32714.608565594546,38707.907673053116
122023.0,66850.35698520923,51691.55859727944
66711.0,33431.670746138654,70140.87940599499
74000.0,102825.67462580433,129903.18884545707
50678.0,52793.32314849941,54405.36297435265
49655.0,52633.652913217404,66922.27601736189
68276.0,84045.16996726762,84969.9573008834
31531.0,24180.838231421953,36483.589080632846
1212.0,15576.786426305158,20833.600224282294
55764.0,93593.62226851702,91556.8122639864
91026.0,100809.90274390866,105176.61642045662
58899.0,80121.59253345734,61552.666224334
74963.0,60683.55672174,50648.22100531142
107090.0,106512.07554365078,109813.79235355392
85672.0,73882.60523809525,125481.96556836713
170000.0,161925.84917138962,145268.54768765328
22345.0,103969.27677056273,116306.30373050984
135000.0,160539.90833536882,147138.17938175163
89955.0,66420.18077055698,72210.17663800217
1085.0,33804.63971319328,41284.133777459785
5906.0,36141.92976141684,39617.22372359549
106356.0,57128.145426720235,37237.71565488719
30939.0,34757.794,28325.868704955756
32127.0,66613.26683703494,59960.925228993365
125000.0,135193.16641150333,134603.64080990103
86630.0,28814.537333333334,31969.379722528356
180000.0,135193.16641150333,134603.64080990103
130000.0,156584.9628730236,140870.91009582632
165000.0,179226.58410381922,169073.62188249012
18205.0,44073.31471517669,55626.56366851309
43907.0,50684.714608670176,47778.48919595345
180000.0,152277.0917682217,137737.2754528637
180000.0,157299.72797313624,147892.305956006
107732.0,64425.37754876144,55285.39693840871
52790.0,78262.07613157612,86856.36029954243
1000.0,59167.25363879598,49081.40368383009
93104.0,103626.6502082778,89733.68529667403
9512.0,10605.996019805114,16916.556920578994
74111.0,29992.76872645959,38050.40640211416
122680.0,127128.21248110282,107224.98547879962
75000.0,102825.67462580433,129903.18884545707
112377.0,114897.42809653087,111475.21903809626
26169.0,36141.92976141684,39617.22372359549
200000.0,168348.59546342335,153468.7246990236
48190.0,49502.6698095238,62674.86290726959
69000.0,88615.13809775616,127552.9628632351
85672.0,69359.01109316196,68779.2432584133
51079.0,113721.22221016172,96257.26422843037
1454.0,15576.786426305158,20833.600224282294
45000.0,156584.9628730236,140870.91009582632
53545.0,67413.00485714286,88340.26037141209
23128.0,40851.04595765492,25825.586639863664
71870.0,59327.08965882729,48892.22026268171
256000.0,157619.8646107412,161239.5352750835
50560.0,39388.3431741526,32537.26369044323
96381.0,93161.33340833342,79231.57249818183
102500.0,153773.07504684155,154159.57524193128
56948.0,27271.852629651345,42850.9510989411
140000.0,165539.78084880204,145634.63809161697
42836.0,55350.47828380537,34472.151120605784
42836.0,29408.942918346747,28100.714559603948
19237.0,40136.663684398925,57267.977340297046
150000.0,171500.85114325074,173774.07384693413
37481.0,62608.660301664706,63344.07589175448
64254.0,66589.87842857142,59907.62687617482
55687.0,60438.702447411706,65942.90735207689
17964.0,36141.92976141684,39617.22372359549
173000.0,152277.0917682217,137737.2754528637
79246.0,63504.596632958535,64471.910145228576
42409.0,20079.886495034585,22400.417545763623
31324.0,19973.471720687652,34916.77175915152
77104.0,96565.68196218582,98909.34713453133
47119.0,76126.94352440615,64964.191566054345
171870.0,63217.836359030465,83272.50725143246
58899.0,47406.512556653426,35670.89833340588
100000.0,135193.16641150333,134603.64080990103
66323.0,77986.79997335997,56392.01056172341
44978.0,43955.0389670297,65674.89070193697
72821.0,34544.623744408374,49296.018351241124
141268.0,99618.38193814442,94753.72293829572
15752.0,20079.886495034585,22400.417545763623
55846.0,61632.9760625271,69489.00586020507
41765.0,55350.47828380537,34472.151120605784
120000.0,118707.09142857144,97930.85348662658
15536.0,46409.54217663464,37061.313701255145
51403.0,54189.99683878993,57193.38098999441
75000.0,102825.67462580433,129903.18884545707
165000.0,163814.6617082997,144004.54473878897
95000.0,134280.13134022852,127523.68077674878
80000.0,121402.04457186902,131470.0061669384
200000.0,144764.18774521668,136170.45813138236
146000.0,162578.2850535575,150271.81402471426
3545.0,24180.838231421953,36483.589080632846
64254.0,62395.30977056276,56264.11585860223
21846.0,58033.597448232176,60327.015632957045
96381.0,72618.1838774342,66594.28491888235
42836.0,90036.55092650365,60353.91901153391
128507.0,67999.05813095237,69361.8291578813
95000.0,123488.9754940461,125956.86345526746
48190.0,61025.084959521984,72273.45266934884
96381.0,103960.65332079573,87941.62588416206
200000.0,157519.54229840683,142437.72741730764
24345.0,51246.27304146076,42306.45060190386
68537.0,76126.94352440615,64964.191566054345
8500.0,19973.471720687652,34916.77175915152
48562.0,51808.96616103206,66355.37121724243
27227.0,20768.30815367965,32272.194095145365
66396.0,93796.94109390647,86890.20057328149
2393.0,67411.76096704607,58771.518630431696
104114.0,100032.81239285714,91860.72043309343
14201.0,16765.481998890547,22691.95199690102
18980.0,62364.1832942444,45884.493009520775
170000.0,152221.13436855123,139304.09277434502
56000.0,157519.54229840683,142437.72741730764
285000.0,152277.0917682217,137737.2754528637
150000.0,47406.512556653426,35670.89833340588
270000.0,157519.54229840683,142437.72741730764
138219.0,104112.990515651,102587.80954570233
73608.0,64417.85189892622,90053.27097385174
64703.0,75135.94925166621,87982.35278639372
180000.0,166442.1813257445,151838.6313461956
145232.0,60589.62524657559,65102.06394770365
190000.0,152221.13436855123,139304.09277434502
32715.0,61940.63378008654,83722.72565657979
146402.0,133450.658,136553.6897523147
225000.0,151193.45432286954,149459.1232774873
64499.0,80277.89169089246,52025.85490564436
200000.0,171500.85114325074,173774.07384693413
96000.0,87270.07758333335,82273.77845265153
58899.0,71613.3986033139,65027.46759740102
13.0,23090.588216480497,27836.811725999265
124138.0,104383.34474625187,86536.77462236471
141000.0,98278.79927002208,128336.37152397574
115000.0,138448.25557465001,140934.186127173
130000.0,156584.9628730236,140870.91009582632
106832.0,126135.7388940526,100516.89135824429
72821.0,65051.31412038633,72725.56864860292
107090.0,52234.47857864357,79075.52513791437
50000.0,166681.10847176024,145571.3620602703
42836.0,82314.18804682404,79056.11396587487
186207.0,96259.13843973305,102204.94783717794
60000.0,66976.94041809576,67883.21154160597
250000.0,160539.90833536882,147138.17938175163
120000.0,138448.25557465001,140934.186127173
6142.0,29992.76872645959,38050.40640211416
28865.0,52273.38235260586,47451.3103310021
120000.0,125300.79948481824,133036.82348841973
120000.0,152996.6220456465,195772.79237901932
3543.0,36141.92976141684,39617.22372359549
105000.0,102825.67462580433,129903.18884545707
96381.0,72061.61157893397,69727.91956184499
63199.0,90451.7117016884,89989.99494250507
1244.0,45092.6250622294,34104.08101192455
79325.0,116331.91988492063,109095.71096938798
13467.0,52273.38235260586,47451.3103310021
133545.0,92166.02345634923,97691.71764686887
160634.0,67144.64035519873,64950.20370090133
117931.0,110638.5288678658,105338.58248014058
156000.0,166442.1813257445,151838.6313461956
140000.0,140688.39107279072,133790.95006267406
58161.0,61424.54691666667,56933.67464969939
12000.0,19973.471720687652,34916.77175915152
150000.0,158573.01367006556,154972.26598915824
126621.0,96259.13843973305,102204.94783717794
11282.0,18808.774322306494,26269.994404517944
175000.0,166681.10847176024,145571.3620602703
33.0,18808.774322306494,26269.994404517944
52790.0,77918.12752810054,88423.17762102376
12851.0,47961.9303256551,50862.83567272245
